ResponseID,IPadd,start,end,duration,compare,bonmor_1,bonmor_2,moral1,shallo1,superf1,compet1,status1,appear1,ineq1,keepup1,fitmor_1,fitmor_2,moral2,shallo2,superf2,compet2,status2,appear2,ineq2,keepup2,houmor_1,houmor_2,moral3,shallo3,superf3,compet3,status3,appear3,ineq3,keepup3,carmor_1,carmor_2,moral4,shallo4,superf4,compet4,status4,appear4,ineq4,keepup4,commor_1,commor_2,moral5,shallo5,superf5,compet5,status5,appear5,ineq5,keepup5,gpamor_1,gpamor_2,moral6,shallo6,superf6,compet6,status6,appear6,ineq6,keepup6,moral,shallo,superf,shal_sup,compet,status,appear,ineq,keepup,filltm ,MIS_I1,MIS_I2,MIS_I3r,MIS_I4r,MIS_I5,MIS_S1,MIS_S2,MIS_S3,MIS_S4,MIS_S5,MIS,MIS_I,MIS_S,compet_1,compet_2,compet_3,compet_4,tr_comp,SCO_1,SCO_2,SCO_3,SCO_4,SCO_5r,SCO_6,SCO_7,SCO_8,SCO_9,SCO_10,SCO_11r,SCO,attn,PIgen,PIsoc,PIfor,PIecon,PIavg,mturkid,age,gender,open,Latitude,Longitude
R_1hyduziNBaoMGaH,68.61.53.177,10/16/2018 13:28,10/16/2018 13:32,3.91666666,1,4,4,4,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,4,4,4,1,1,1,1,1,1,4,4,77.038,5,4,5,4,4,3,3,3,3,3,3.7,4.4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,A3BFMY5OX2WMUW,26,1,,42.99580383,-82.4598999
R_1EiMgiEiY7ChwHv,71.230.124.130,10/16/2018 13:25,10/16/2018 13:32,6.783333337,-1,6,1,3.5,5,8,8,4,5,2,4,7,3,5,4,8,1,5,4,2,2,1,4,2.5,8,1,6,4,6,1,1,4,4,4,8,6,3,1,8,4,7,1,2,1.5,4,6,6,5,3,5,1,1,1,1,6,1,5,7,1,2,7,2.916666667,5.833333333,5,5.416666667,4.833333333,4.333333333,4.5,2.666666667,3.666666667,78.494,1,2,5,1,5,3,2,5,1,2,2.7,2.8,2.6,5,3,1,4,3.25,4,3,6,2,6,1,3,4,1,5,5,3.636363636,0,5,6,7,1,4.666666667,A1VR49TB3Q4BV8,24,1,,39.93589783,-75.15339661
R_2zVoCOOIC3b2QqS,45.3.82.176,10/16/2018 13:25,10/16/2018 13:32,6.650000004,-1,4,1,2.5,7,7,7,7,7,4,7,4,4,4,7,7,7,7,7,4,6,4,4,4,6,7,8,8,8,5,6,4,3,3.5,7,7,7,8,8,5,5,4,3,3.5,6,7,6,7,7,5,5,4,3,3.5,5,5,8,6,4,5,5,3.5,6.333333333,6.666666667,6.5,7.166666667,7.166666667,6.833333333,4.666666667,5.666666667,77.106,5,5,5,2,5,3,4,3,4,5,4.1,4.4,3.8,4,4,4,4,4,6,5,5,6,6,7,6,4,6,5,5,5.545454545,0,2,2,2,3,2.333333333,A7GPJLJSPGIZV,26,2,,37.17909241,-80.35150146
R_3PBP6ZibkiKUD7W,135.84.223.214,10/16/2018 13:26,10/16/2018 13:32,5.783333334,1,5,4,4.5,6,6,7,7,7,3,6,3,4,3.5,7,7,8,8,8,5,7,5,5,5,3,4,4,6,5,2,4,4,4,4,5,6,6,8,8,4,6,6,5,5.5,1,3,3,5,5,1,3,6,6,6,1,1,6,6,4,1,4,4.75,3.833333333,4.5,4.166666667,5.666666667,6.666666667,6.166666667,2.666666667,5,77.008,5,4,5,5,5,2,4,3,3,4,4,4.8,3.2,5,5,4,5,4.75,5,5,7,5,5,6,7,7,7,7,6,6.090909091,0,3,2,3,3,2.666666667,A1WY3YGT618GC0,26,1,,41.99229431,-103.6327972
R_2XjmnosS3fmfPV2,96.253.3.99,10/16/2018 13:25,10/16/2018 13:32,7.000000002,1,4,4,4,3,1,7,6,5,1,5,4,4,4,5,6,3,8,8,1,5,4,4,4,6,7,5,8,6,1,6,4,4,4,6,8,5,8,8,1,6,4,4,4,5,5,6,5,5,2,4,4,4,4,3,3,8,4,5,1,5,4,4.666666667,5,4.833333333,5.666666667,6.5,6.166666667,1.166666667,5.166666667,77.116,5,4,5,5,4,3,5,4,2,2,3.9,4.6,3.2,4,5,5,5,4.75,6,6,6,7,7,6,7,6,7,6,7,6.454545455,0,4,4,4,4,4,A2LF84L3K71GR2,35,2,none,41.63380432,-71.18080139
R_277t9D21KUakRG9,107.218.152.167,10/16/2018 13:26,10/16/2018 13:32,5.916666667,-1,6,6,6,3,3,8,5,5,2,6,6,6,6,4,7,8,8,8,4,6,6,6,6,6,8,8,8,8,2,5,5,6,5.5,6,7,7,7,7,4,4,5,5,5,6,5,6,5,5,3,4,7,7,7,3,3,8,1,1,1,7,5.916666667,4.666666667,5.5,5.083333333,7.5,5.666666667,5.666666667,2.666666667,5.333333333,77.059,5,5,5,5,5,4,5,3,4,5,4.6,5,4.2,5,5,4,5,4.75,4,7,6,6,6,7,5,5,5,6,3,5.454545455,0,3,3,3,3,3,AYM123ND5CL0L,30,1,,37.32389832,-121.9143982
R_1NncvHb7R64azko,107.145.113.42,10/16/2018 13:27,10/16/2018 13:32,5.350000004,-1,4,4,4,1,1,1,1,1,1,4,4,4,4,5,5,1,5,5,1,7,4,4,4,1,1,1,1,1,1,3,4,4,4,4,4,1,4,4,3,4,4,4,4,1,1,1,1,1,1,1,4,4,4,1,1,5,1,1,1,1,4,2.166666667,2.166666667,2.166666667,1.666666667,2.166666667,2.166666667,1.333333333,3.333333333,77.064,3,3,5,3,3,1,1,1,1,1,2.2,3.4,1,4,4,4,4,4,1,2,6,1,2,1,6,6,5,5,3,3.454545455,1,4,2,5,6,4.333333333,A1L3937MY09J3I,35,1,,28.20610046,-80.68499756
R_b251Fgwx7ydMJGN,98.223.51.28,10/16/2018 13:25,10/16/2018 13:32,6.833333328,-1,6,3,4.5,5,6,7,7,6,2,4,2,3,2.5,7,6,4,6,7,5,4,6,5,5.5,3,1,3,3,3,3,4,3,4,3.5,4,4,3,4,5,5,5,6,7,6.5,1,1,1,3,3,3,4,3,3,3,3,4,4,3,3,3,4,4.25,3.833333333,3.666666667,3.75,3.666666667,4.333333333,4.5,3.5,4.166666667,77.079,5,4,4,2,4,5,4,4,4,4,4,3.8,4.2,4,3,4,3,3.5,6,6,5,4,3,5,5,5,4,3,3,4.454545455,0,3,2,4,5,3.666666667,A2G5A73PMWVN6H,21,1,,41.99899292,-87.8219986
R_2VguqcohslFhznk,206.82.167.128,10/16/2018 13:25,10/16/2018 13:32,7.149999995,1,5,5,5,3,4,6,6,6,2,6,5,5,5,3,3,6,7,8,1,7,4,4,4,4,5,6,7,7,1,7,5,5,5,4,5,6,7,7,1,7,4,4,4,4,5,6,7,6,1,6,5,5,5,4,4,8,5,4,1,4,4.666666667,3.666666667,4.333333333,4,6.333333333,6.5,6.333333333,1.166666667,6.166666667,77.181,5,4,5,1,5,2,4,3,4,4,3.7,4,3.4,4,5,5,5,4.75,5,6,6,6,6,6,5,6,5,5,3,5.363636364,0,5,3,5,5,4.333333333,A3SL5QRF7MX2P1,39,2,,41.647995,-83.60369873
R_1gOXowjejaZYySm,103.66.79.68,10/16/2018 13:28,10/16/2018 13:32,4.799999991,1,3,5,4,7,6,7,8,7,5,6,6,3,4.5,5,6,7,6,7,5,6,6,4,5,6,5,6,7,6,6,5,5,6,5.5,6,5,6,5,6,5,6,4,5,4.5,6,4,7,5,7,5,4,4,5,4.5,5,7,4,6,6,5,5,4.666666667,5.833333333,5.5,5.666666667,6.166666667,6.166666667,6.5,5.166666667,5.333333333,77.127,2,5,3,3,3,3,4,4,3,4,3.4,3.2,3.6,3,3,5,4,3.75,3,4,4,6,3,6,3,5,4,5,4,4.272727273,0,3,4,5,4,4.333333333,A3TLI95L5GOBKG,28,1,good,9.933303833,78.11669922
R_3mkstNKYv5ldbbz,68.47.141.246,10/16/2018 13:24,10/16/2018 13:32,7.900000003,-1,2,3,2.5,6,5,8,8,6,3,7,3,2,2.5,8,7,5,7,8,5,7,2,1,1.5,5,5,7,7,3,2,5,3,3,3,6,6,7,7,3,4,5,1,2,1.5,4,4,3,5,6,4,5,4,3,3.5,6,5,8,7,7,6,6,2.416666667,5.833333333,5.333333333,5.583333333,6.333333333,6.833333333,5.5,4,5.833333333,77.007,5,5,1,5,5,2,4,4,5,5,4.1,4.2,4,4,2,5,4,3.75,6,6,5,5,5,5,5,6,4,5,7,5.363636364,0,2,1,3,4,2.666666667,A6SR4BU227GUH,27,1,,30.52520752,-84.33209991
R_2xyNc4lzOqLkeaA,47.146.140.134,10/16/2018 13:24,10/16/2018 13:32,8.466666666,-1,1,4,2.5,7,8,8,8,8,7,7,7,7,7,4,6,1,4,7,4,6,7,4,5.5,1,1,1,1,1,2,1,4,6,5,7,7,8,8,8,6,7,7,3,5,1,1,1,1,1,1,1,7,5,6,1,1,6,1,1,7,5,5.166666667,3.5,4,3.75,4.166666667,3.833333333,4.333333333,4.5,4.5,77.091,5,5,5,5,5,3,3,3,3,3,4,5,3,2,3,1,4,2.5,5,7,4,2,7,5,6,7,7,7,5,5.636363636,0,6,6,6,6,6,A55CXM7QR7R0N,46,2,THANK YOU,34.42219543,-117.3025055
R_1o6Wjob1D0CJbZh,47.210.3.243,10/16/2018 13:24,10/16/2018 13:32,8.116666668,1,7,7,7,4,3,8,6,4,4,5,7,7,7,5,4,4,6,6,3,5,7,7,7,3,3,5,6,5,3,4,7,7,7,3,4,7,7,6,4,5,7,7,7,3,3,5,6,6,3,4,7,7,7,1,1,6,5,4,2,4,7,3.166666667,3,3.083333333,5.833333333,6,5.166666667,3.166666667,4.5,77.021,5,5,5,5,5,2,4,2,2,4,3.9,5,2.8,4,4,5,4,4.25,2,3,3,2,3,2,6,3,3,5,4,3.272727273,0,6,6,7,4,5.666666667,A30RAYNDOWQ61S,56,1,,32.56950378,-93.69229889
R_26bAOcv37lCGUXU,96.19.195.8,10/16/2018 13:27,10/16/2018 13:32,4.983333335,-1,2,2,2,7,7,7,7,7,6,6,4,2,3,6,6,6,6,6,5,5,2,2,2,7,7,7,7,7,5,6,2,2,2,7,7,6,7,7,5,6,2,2,2,6,6,6,6,6,6,5,2,2,2,7,6,6,6,7,6,6,2.166666667,6.666666667,6.5,6.583333333,6.333333333,6.5,6.666666667,5.5,5.666666667,77.117,4,2,3,2,3,3,4,3,4,4,3.2,2.8,3.6,4,4,3,4,3.75,4,3,5,4,4,3,3,5,4,5,5,4.090909091,0,4,5,3,5,4.333333333,A1O299EPNHZ5O4,28,1,cheers,36.72810364,-95.89969635
R_22J2osWoJ1D6Inl,172.114.248.121,10/16/2018 13:27,10/16/2018 13:33,5.149999999,-1,4,2,3,5,5,8,7,7,4,6,4,4,4,5,6,7,7,7,2,6,3,2,2.5,5,6,7,8,7,4,2,2,3,2.5,5,6,7,7,6,4,1,1,2,1.5,5,6,7,6,7,6,2,4,4,4,5,6,8,7,7,4,2,2.916666667,5,5.833333333,5.416666667,7.333333333,7,6.833333333,4,3.166666667,77.054,4,1,5,1,2,1,1,1,1,2,1.9,2.6,1.2,1,3,4,2,2.5,1,1,5,4,1,1,2,1,2,2,2,2,0,2,2,2,2,2,A2C73Y1COWCA51,26,1,,33.97610474,-118.1535034
R_2Cf7QKXxMAQnyT2,38.127.135.16,10/16/2018 13:24,10/16/2018 13:33,8.183333329,-1,6,7,6.5,6,5,4,6,8,6,5,7,6,6.5,7,6,7,5,7,6,5,5,6,5.5,7,6,5,6,7,6,5,5,6,5.5,6,7,6,7,5,6,5,6,7,6.5,7,6,7,7,6,6,5,5,6,5.5,6,5,6,7,5,6,5,6,6.5,5.833333333,6.166666667,5.833333333,6.333333333,6.333333333,6,5,77.101,4,5,1,2,4,4,4,5,4,5,3.8,3.2,4.4,4,3,5,4,4,5,6,5,5,3,5,6,5,4,6,2,4.727272727,1,6,6,5,6,5.666666667,A19XQH5DG3UO0,33,1,good,38.90420532,-77.03199768
R_ZId9fFWmWIp3xGV,24.130.253.48,10/16/2018 13:24,10/16/2018 13:33,8.750000002,1,5,6,5.5,1,4,6,3,3,5,4,4,5,4.5,7,6,4,5,6,5,2,1,6,3.5,4,7,4,6,4,4,3,4,4,4,5,5,4,6,6,6,4,5,4,4.5,4,6,7,7,5,5,5,7,7,7,6,5,6,6,4,6,5,4.833333333,4.5,5.5,5,5.166666667,5.5,4.666666667,5.166666667,3.833333333,77.04,4,3,4,3,4,4,3,3,3,4,3.5,3.6,3.4,4,3,4,3,3.5,5,5,4,3,1,3,5,3,5,4,4,3.818181818,1,5,4,5,5,4.666666667,A115SW2VTLJ6PA,26,2,,37.78779602,-122.1884003
R_2thSfLkEHN0E8lo,204.253.82.210,10/16/2018 13:25,10/16/2018 13:33,7.700000008,1,7,7,7,1,1,1,1,1,4,4,4,4,4,6,6,6,6,6,6,6,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,7,7,7,5,5,5,5,5,4,4,5,4.5,4.5,4.5,4.5,4.5,4.5,4.333333333,4.333333333,77.054,5,3,5,3,3,2,3,2,3,3,3.2,3.8,2.6,5,5,5,5,5,1,2,4,2,1,5,6,2,4,4,7,3.454545455,0,1,1,1,1,1,A1NIPJZWXW7ZKM,27,2,,32.957901,-96.62359619
R_3MzpaEExdMRaZma,71.61.193.44,10/16/2018 13:25,10/16/2018 13:33,7.383333331,1,7,7,7,5,5,7,6,5,1,4,4,4,4,8,8,7,7,8,1,7,5,5,5,5,6,6,7,7,1,7,4,4,4,8,8,7,8,8,1,7,6,6,6,6,6,6,6,7,1,4,7,7,7,3,3,7,5,5,1,4,5.5,5.833333333,6,5.916666667,6.666666667,6.5,6.666666667,1,5.5,77.194,5,5,5,5,5,3,4,3,3,4,4.2,5,3.4,2,3,4,4,3.25,1,2,2,1,1,2,5,5,5,2,2,2.545454545,0,4,4,4,4,4,AVCP33K35MFW5,63,2,NONE,40.67179871,-80.29170227
R_2QoNvnjVTqzHDVq,72.1.112.193,10/16/2018 13:24,10/16/2018 13:33,8.449999995,-1,6,6,6,1,1,8,1,8,1,7,6,6,6,1,1,8,8,8,1,7,6,6,6,1,1,8,8,8,1,7,7,7,7,1,1,8,1,1,1,1,7,7,7,1,1,1,1,1,1,1,7,7,7,1,1,8,1,1,1,7,6.5,1,1,1,6.833333333,3.333333333,4.5,1,5,77.009,5,5,5,4,5,2,2,2,2,2,3.4,4.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1.909090909,0,5,5,6,5,5.333333333,A2OD718YCJ4TQ1,55,1,,39.50759888,-104.6772995
R_9zzl5T3idwSULfz,71.8.86.183,10/16/2018 13:26,10/16/2018 13:33,6.433333328,1,5,4,4.5,3,3,7,7,7,3,7,5,4,4.5,3,3,6,7,8,2,6,5,4,4.5,3,3,5,6,7,2,5,5,4,4.5,3,3,8,7,7,4,7,5,4,4.5,3,3,5,6,6,1,5,4,5,4.5,3,3,5,6,6,1,4,4.5,3,3,3,6,6.5,6.833333333,2.166666667,5.666666667,77.061,5,4,5,4,4,2,4,2,2,4,3.6,4.4,2.8,2,4,4,2,3,1,2,2,1,2,3,6,2,1,6,5,2.818181818,0,1,1,1,1,1,A3L2UB07EZJAMD,50,1,Thank you. ,33.2507019,-86.9210968
R_3pnZ4FtjPQpj7DT,75.143.210.3,10/16/2018 13:24,10/16/2018 13:33,9.183333332,1,5,5,5,1,1,8,8,5,4,4,7,5,6,5,6,6,6,6,1,7,4,4,4,1,1,5,5,5,1,4,5,5,5,1,6,6,6,6,1,4,5,5,5,1,6,6,6,6,1,4,5,5,5,1,1,8,8,1,1,1,5,1.666666667,3.5,2.583333333,6.5,6.5,4.833333333,1.5,4,77.044,5,5,5,5,4,3,4,3,3,3,4,4.8,3.2,4,4,4,4,4,2,6,3,3,3,5,5,5,6,3,3,4,0,4,3,5,5,4.333333333,A3G5GWT0EON3Y,34,1,Cheers!,47.49499512,-111.2501984
R_1LpSw5HcIVGpjuR,173.49.100.58,10/16/2018 13:25,10/16/2018 13:33,7.933333333,-1,4,4,4,3,3,5,3,3,1,4,3,3,3,4,4,4,4,5,1,4,4,4,4,1,1,1,3,3,1,4,4,3,3.5,5,5,6,6,6,3,5,4,4,4,1,1,1,1,1,1,2,4,4,4,1,1,6,5,1,3,6,3.75,2.5,2.5,2.5,3.833333333,3.666666667,3.166666667,1.666666667,4.166666667,77.008,5,4,5,5,5,3,4,3,3,4,4.1,4.8,3.4,4,4,4,4,4,4,3,4,3,4,4,5,5,4,5,6,4.272727273,0,4,4,4,4,4,A3GLK1KZBI9AYV,44,1,,40.29550171,-75.32540131
R_1JLLxYvU1V1ns8W,162.248.134.240,10/16/2018 13:24,10/16/2018 13:33,8.333333333,-1,5,4,4.5,5,6,5,6,5,5,5,4,5,4.5,5,6,5,6,5,5,6,4,5,4.5,5,6,5,6,5,5,5,5,6,5.5,5,6,5,6,5,5,5,5,6,5.5,5,6,5,6,5,5,5,4,6,5,5,6,5,6,5,5,5,4.916666667,5,6,5.5,5,6,5,5,5.166666667,77.153,4,4,2,2,4,4,4,4,4,4,3.6,3.2,4,4,4,5,5,4.5,6,5,5,4,3,4,5,5,6,5,2,4.545454545,0,5,6,5,6,5.666666667,A3IHVC7RHE7XLK,40,1,,40.63909912,-73.89859772
R_3EvgAj16LqUPLIc,108.78.220.97,10/16/2018 13:25,10/16/2018 13:33,7.400000001,1,4,4,4,5,5,6,6,5,1,4,4,4,4,1,3,4,5,5,1,3,4,4,4,1,1,5,5,5,1,4,4,4,4,6,6,5,6,6,2,6,4,4,4,1,1,1,1,1,1,3,4,4,4,1,1,6,1,1,1,4,4,2.5,2.833333333,2.666666667,4.5,4,3.833333333,1.166666667,4,77.024,5,3,5,5,5,1,1,2,1,2,3,4.6,1.4,2,4,3,3,3,2,5,5,3,5,4,4,5,5,5,6,4.454545455,0,1,1,1,1,1,A3N3GGRTTDFKLF,45,1,,33.83320618,-84.60310364
R_W6Y6hkF9eXWfl9n,107.77.161.4,10/16/2018 13:24,10/16/2018 13:33,8.933333337,1,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,78.218,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4.5,6,6,6,6,1,7,6,6,6,6,1,5.181818182,0,2,2,2,1,1.666666667,A2OTQJZW0I3M2Q,45,2,,39.9611969,-82.99880219
R_2BnchSckEk0T3J5,107.174.133.112,10/16/2018 13:24,10/16/2018 13:33,8.866666665,1,4,5,4.5,5,6,7,6,5,4,4,5,4,4.5,4,5,6,5,4,4,5,5,4,4.5,4,6,5,4,5,4,5,4,5,4.5,5,6,5,4,5,4,4,4,4,4,4,5,6,5,4,4,5,4,3,3.5,5,6,5,4,6,4,5,4.25,4.5,5.666666667,5.083333333,5.666666667,4.666666667,4.833333333,4,4.666666667,77.077,3,2,3,2,3,4,2,4,3,3,2.9,2.6,3.2,3,3,1,4,2.75,4,3,4,5,4,4,5,3,4,4,6,4.181818182,0,4,5,3,4,4,A1V2C2JB8FFX60,46,1,,32.81520081,-96.87030029
R_9nl4WtkxMFycK6l,98.17.168.76,10/16/2018 13:28,10/16/2018 13:33,5.350000004,-1,4,4,4,4,4,4,4,4,4,6,5,5,5,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5.5,5.666666667,5.666666667,5.666666667,5.666666667,5.666666667,5.666666667,5,6,77.065,4,4,4,4,5,4,4,3,4,3,3.9,4.2,3.6,4,4,4,4,4,5,5,5,5,6,5,5,5,5,4,5,5,0,6,6,6,6,6,A1NAFUPBPLK3E,20,2,,33.08000183,-83.23789978
R_1gFNhoo6tm5x62g,73.247.42.77,10/16/2018 13:27,10/16/2018 13:33,5.400000005,1,4,4,4,3,3,6,6,4,4,6,4,4,4,7,7,6,8,8,5,7,4,5,4.5,4,4,6,6,6,5,6,3,4,3.5,7,7,6,6,7,5,6,4,4,4,4,4,6,5,4,4,4,4,6,5,3,3,7,6,4,4,6,4.166666667,4.666666667,4.666666667,4.666666667,6.166666667,6.166666667,5.5,4.5,5.833333333,77.157,5,4,5,5,5,1,1,1,2,2,3.1,4.8,1.4,4,3,3,4,3.5,3,4,5,3,5,4,6,4,3,5,6,4.363636364,0,2,2,2,3,2.333333333,A27MJOV91GA8R3,32,1,I did my absolute best - but I wasn't able to find any fruit names in the word search :(,42.38130188,-87.99909973
R_3R8jvjIgY8Ab2Zy,38.127.144.14,10/16/2018 13:27,10/16/2018 13:33,6.116666672,-1,6,7,6.5,7,6,8,7,6,6,6,6,5,5.5,7,6,8,7,7,6,5,6,5,5.5,7,8,6,7,8,6,5,6,5,5.5,7,6,7,8,7,5,7,6,6,6,7,6,8,6,8,6,6,6,7,6.5,7,6,8,7,7,6,5,5.916666667,7,6.333333333,6.666666667,7.5,7,7.166666667,5.833333333,5.666666667,77.087,4,4,1,1,5,4,4,4,4,4,3.5,3,4,3,5,4,4,4,7,6,5,6,2,7,5,7,7,6,2,5.454545455,0,6,4,2,6,4,A4XE0PCLRLDO1,31,1,NICE,38.82650757,-77.08630371
R_10vJWoKYSElFCgG,104.129.131.176,10/16/2018 13:28,10/16/2018 13:33,5.500000007,-1,5,6,5.5,6,7,7,6,6,6,5,4,6,5,6,6,8,6,6,6,5,5,6,5.5,6,6,7,6,5,6,6,5,6,5.5,6,7,7,8,7,6,5,6,5,5.5,5,6,7,7,7,6,5,5,5,5,5,6,6,7,7,6,5,5.333333333,5.666666667,6.333333333,6,7,6.666666667,6.333333333,6,5.166666667,78.325,3,5,2,2,5,4,4,4,4,5,3.8,3.4,4.2,5,3,4,5,4.25,6,6,4,6,3,5,5,5,7,7,3,5.181818182,0,5,6,5,5,5.333333333,A2G4G3QXFP4WSZ,35,1,,33.02000427,-96.74189758
R_3sizspP2wtHqAjY,69.243.161.167,10/16/2018 13:25,10/16/2018 13:33,8.516666667,1,4,4,4,6,6,8,8,7,4,7,4,4,4,7,7,7,8,8,6,7,4,4,4,7,7,7,8,8,2,7,4,4,4,7,7,7,8,8,3,7,4,4,4,7,7,7,8,8,4,7,4,4,4,6,7,8,8,8,4,7,4,6.666666667,6.833333333,6.75,7.333333333,8,7.833333333,3.833333333,7,77.008,5,4,5,5,4,2,5,4,5,5,4.4,4.6,4.2,5,5,5,5,5,5,7,6,6,6,6,6,6,6,6,5,5.909090909,0,1,1,1,1,1,ALGU91SE88LAX,35,2,,41.1190033,-87.92590332
R_2EjefR5sIpLwXYN,67.227.104.34,10/16/2018 13:28,10/16/2018 13:33,5.549999998,-1,7,6,6.5,8,7,8,6,8,7,6,7,6,6.5,8,7,8,6,8,7,6,6,7,6.5,8,6,8,7,8,5,7,7,5,6,8,6,8,6,8,6,7,7,6,6.5,8,6,8,7,8,6,7,6,7,6.5,8,7,8,6,8,6,7,6.416666667,8,6.5,7.25,8,6.333333333,8,6.166666667,6.666666667,77.26,5,5,1,1,5,3,4,3,4,4,3.5,3.4,3.6,5,5,4,3,4.25,7,5,7,6,3,7,6,6,5,7,2,5.545454545,0,7,5,7,6,6,A1H6F9DHXY0BBT,26,2,awesome,40.75610352,-111.8836975
R_2QS9CQBfYVvuAzY,23.88.101.22,10/16/2018 13:25,10/16/2018 13:33,8.400000004,-1,7,6,6.5,6,7,7,8,7,6,7,6,6,6,8,7,8,7,6,6,7,7,7,7,7,8,8,7,7,6,5,7,6,6.5,7,8,6,7,8,7,6,7,7,7,6,7,7,8,7,6,7,6,5,5.5,7,8,8,7,8,7,7,6.416666667,6.833333333,7.5,7.166666667,7.333333333,7.333333333,7.166666667,6.333333333,6.5,77.204,4,4,1,1,4,5,5,4,4,5,3.7,2.8,4.6,4,5,4,4,4.25,6,5,7,7,1,6,6,6,5,6,3,5.272727273,0,6,7,5,6,6,A259AD2RKS6G92,35,1,very nice,25.78059387,-80.18260193
R_1kIGPAM09OoTy5V,73.71.186.189,10/16/2018 13:27,10/16/2018 13:33,6.133333342,-1,4,4,4,5,5,8,6,6,5,7,4,4,4,7,7,8,8,8,7,7,4,4,4,5,5,8,8,7,4,7,4,4,4,7,7,8,8,8,4,7,4,4,4,6,6,8,8,8,5,7,4,4,4,3,3,8,5,5,4,7,4,5.5,5.5,5.5,8,7.166666667,7,4.833333333,7,77.188,5,3,5,3,4,1,3,1,1,1,2.7,4,1.4,4,4,3,4,3.75,5,3,5,1,4,6,7,4,5,2,5,4.272727273,0,2,2,2,2,2,A34UER5ZQ5APMB,37,1,None.,38.16990662,-121.9366989
R_eyqVqiR9IcTsjiF,67.163.71.227,10/16/2018 13:25,10/16/2018 13:33,7.983333335,1,5,5,5,3,3,3,5,6,5,5,4,4,4,3,3,3,5,7,5,5,4,4,4,4,4,5,6,6,4,6,4,4,4,4,4,3,4,4,4,5,4,4,4,3,3,3,3,3,6,6,4,4,4,1,1,4,1,1,6,4,4.166666667,3,3,3,3.5,4,4.5,5,5.166666667,77.113,3,3,3,4,2,4,3,3,3,3,3.1,3,3.2,3,2,4,3,3,4,4,4,6,1,6,5,2,3,5,4,4,0,5,5,5,5,5,A2NGY0LAM66P0N,42,2,,40.87750244,-111.8727036
R_VQ2er1vNNS93cbf,165.225.34.110,10/16/2018 13:25,10/16/2018 13:33,8.033333336,-1,7,1,4,6,4,8,6,6,2,6,6,3,4.5,7,7,8,8,8,5,7,6,2,4,5,3,5,7,7,3,6,6,2,4,6,7,7,8,8,3,7,6,2,4,5,5,7,6,7,2,5,6,2,4,3,3,7,5,7,2,7,4.083333333,5.333333333,4.833333333,5.083333333,7,6.666666667,7.166666667,2.833333333,6.333333333,77.106,5,5,5,5,5,3,4,4,3,4,4.3,5,3.6,5,5,4,4,4.5,5,5,5,5,5,5,6,5,5,6,5,5.181818182,0,5,5,5,5,5,ALU79S27U05N,35,1,,29.77020264,-95.3628006
R_2rTq4YWKy7F1zXs,71.30.176.232,10/16/2018 13:24,10/16/2018 13:33,9.399999997,1,6,6,6,3,3,3,3,3,2,2,4,4,4,3,3,3,3,3,2,2,4,4,4,3,3,3,3,3,2,2,4,4,4,3,3,3,3,3,2,2,4,4,4,3,3,3,3,3,2,2,4,4,4,1,1,1,1,1,2,2,4.333333333,2.666666667,2.666666667,2.666666667,2.666666667,2.666666667,2.666666667,2,2,77.159,4,4,5,5,4,1,1,1,1,1,2.7,4.4,1,3,3,3,4,3.25,3,2,2,2,2,2,5,3,2,3,3,2.636363636,0,1,1,1,1,1,ALRBI7LQ4WCL,59,2,Thank you!,31.72479248,-83.24949646
R_2Sq0Uz52HqfgsM9,108.88.55.185,10/16/2018 13:23,10/16/2018 13:33,9.983333331,1,7,7,7,1,1,7,3,5,1,5,4,4,4,1,1,5,6,8,1,5,5,5,5,1,1,7,7,7,1,6,5,5,5,1,1,4,5,6,1,5,5,5,5,1,1,4,4,6,1,5,5,5,5,1,1,6,5,5,1,4,5.166666667,1,1,1,5.5,5,6.166666667,1,5,77.014,5,5,5,4,5,3,4,3,3,3,4,4.8,3.2,3,4,4,3,3.5,5,4,4,5,5,5,5,5,4,5,5,4.727272727,0,4,5,5,4,4.666666667,A2QBBJCOCZPTYR,63,2,Interesting study ,34.27400208,-92.09100342
